time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),cloud_cover (%),wind_speed_10m (km/h)
2022-11-17T22:00,26.8,87,24.4,31.8,0.00,0.00,43,9.4
2022-11-17T23:00,26.7,88,24.6,32.1,0.00,0.00,72,7.7
2022-11-18T00:00,26.6,89,24.6,32.2,0.00,0.00,90,6.5
2022-11-18T01:00,26.3,91,24.7,32.2,0.00,0.00,86,4.8
2022-11-18T02:00,25.6,92,24.2,31.1,0.00,0.00,22,5.2
2022-11-18T03:00,25.4,94,24.4,31.2,0.00,0.00,26,4.2
2022-11-18T04:00,25.0,96,24.4,30.8,0.00,0.00,23,4.0
2022-11-18T05:00,24.7,98,24.3,30.6,0.00,0.00,23,3.4
2022-11-18T06:00,24.5,98,24.2,30.2,0.00,0.00,22,4.0
2022-11-18T07:00,26.3,94,25.3,32.8,0.00,0.00,47,3.4
2022-11-18T08:00,27.4,87,25.0,33.6,0.20,0.20,49,3.8
2022-11-18T09:00,28.2,82,24.8,34.6,0.10,0.10,42,2.1
2022-11-18T10:00,28.7,80,25.0,35.1,0.20,0.20,44,2.3
2022-11-18T11:00,28.7,82,25.3,36.0,0.10,0.10,56,2.7
2022-11-18T12:00,28.4,82,25.1,35.1,0.30,0.30,33,7.4
2022-11-18T13:00,28.4,81,24.7,33.6,0.00,0.00,40,10.4
2022-11-18T14:00,27.8,81,24.3,33.0,0.10,0.10,36,7.6
2022-11-18T15:00,27.9,81,24.3,33.6,0.00,0.00,34,4.6
2022-11-18T16:00,28.3,80,24.4,33.9,0.00,0.00,34,5.0
2022-11-18T17:00,27.8,81,24.3,33.7,0.00,0.00,43,3.2
2022-11-18T18:00,27.0,87,24.7,33.2,0.00,0.00,50,2.9
2022-11-18T19:00,26.6,84,23.7,31.6,0.00,0.00,31,6.7
2022-11-18T20:00,26.4,89,24.5,32.5,0.00,0.00,35,2.6
2022-11-18T21:00,26.2,90,24.5,32.2,0.00,0.00,34,2.6
2022-11-18T22:00,26.0,92,24.6,31.9,0.00,0.00,36,3.9
2022-11-18T23:00,25.8,93,24.5,31.0,0.00,0.00,44,8.8
2022-11-19T00:00,25.3,92,23.8,29.3,0.00,0.00,32,13.7
2022-11-19T01:00,24.7,92,23.4,28.5,0.00,0.00,30,13.9
2022-11-19T02:00,24.3,94,23.3,28.1,0.00,0.00,30,12.9
2022-11-19T03:00,24.1,94,23.0,27.7,0.00,0.00,32,13.2
2022-11-19T04:00,23.9,95,23.0,27.5,0.00,0.00,30,13.4
2022-11-19T05:00,23.8,95,22.9,27.4,0.00,0.00,31,12.2
2022-11-19T06:00,23.7,94,22.7,27.4,0.00,0.00,37,11.3
2022-11-19T07:00,24.8,93,23.5,29.1,0.00,0.00,33,10.6
2022-11-19T08:00,25.7,91,24.1,30.2,0.00,0.00,37,11.3
2022-11-19T09:00,27.0,87,24.7,32.0,0.00,0.00,35,10.7
2022-11-19T10:00,28.6,81,24.9,33.7,0.00,0.00,30,12.4
2022-11-19T11:00,29.9,74,24.8,35.4,0.00,0.00,32,14.2
2022-11-19T12:00,30.4,71,24.5,36.2,0.20,0.20,24,13.3
2022-11-19T13:00,31.0,68,24.3,37.0,0.00,0.00,41,11.0
2022-11-19T14:00,31.3,66,24.1,36.7,0.00,0.00,48,10.2
2022-11-19T15:00,30.7,67,23.7,35.6,0.00,0.00,100,6.8
2022-11-19T16:00,27.7,82,24.3,33.7,0.40,0.40,77,2.4
2022-11-19T17:00,27.7,82,24.3,33.5,0.10,0.10,39,4.0
2022-11-19T18:00,26.9,88,24.7,33.0,0.00,0.00,32,2.7
2022-11-19T19:00,27.6,79,23.5,32.4,0.00,0.00,37,7.0
2022-11-19T20:00,27.6,82,24.3,33.4,0.00,0.00,25,3.3
2022-11-19T21:00,27.0,86,24.5,32.9,0.00,0.00,33,3.9
2022-11-19T22:00,26.9,87,24.5,32.6,0.00,0.00,42,5.2
2022-11-19T23:00,26.5,88,24.3,31.4,0.00,0.00,34,9.9
2022-11-20T00:00,26.1,88,23.9,30.3,0.00,0.00,29,12.8
2022-11-20T01:00,25.7,88,23.6,30.0,0.00,0.00,27,11.0
2022-11-20T02:00,25.0,91,23.5,29.5,0.00,0.00,28,9.2
2022-11-20T03:00,24.8,93,23.6,29.1,0.00,0.00,15,10.6
2022-11-20T04:00,24.6,94,23.6,28.6,0.00,0.00,25,12.6
2022-11-20T05:00,24.5,93,23.3,28.3,0.00,0.00,30,12.4
2022-11-20T06:00,24.4,92,23.1,28.2,0.00,0.00,19,12.0
2022-11-20T07:00,24.8,91,23.1,28.5,0.00,0.00,30,12.6
2022-11-20T08:00,26.0,86,23.4,30.1,0.00,0.00,35,11.1
2022-11-20T09:00,27.6,78,23.4,31.6,0.00,0.00,35,12.6
2022-11-20T10:00,28.8,72,23.1,32.2,0.00,0.00,59,15.0
2022-11-20T11:00,29.1,68,22.6,32.6,0.00,0.00,26,12.5
2022-11-20T12:00,29.6,65,22.4,33.6,0.00,0.00,11,11.7
2022-11-20T13:00,30.4,60,21.9,34.5,0.00,0.00,10,13.3
2022-11-20T14:00,30.4,62,22.4,34.7,0.00,0.00,12,13.6
2022-11-20T15:00,29.7,66,22.5,33.1,0.00,0.00,70,13.1
2022-11-20T16:00,28.6,71,22.9,32.9,0.80,0.80,84,7.4
2022-11-20T17:00,26.6,82,23.3,30.4,0.30,0.30,80,13.0
2022-11-20T18:00,26.0,86,23.6,30.8,0.00,0.00,98,7.2
2022-11-20T19:00,25.3,91,23.8,30.0,0.10,0.10,89,9.1
2022-11-20T20:00,24.1,93,22.9,27.2,5.10,5.10,100,16.2
2022-11-20T21:00,24.6,91,23.1,29.4,3.50,3.50,91,5.5
2022-11-20T22:00,25.0,90,23.2,29.9,0.30,0.30,90,5.1
2022-11-20T23:00,24.9,94,23.8,29.9,0.10,0.10,89,7.1
2022-11-21T00:00,25.0,94,23.9,30.2,0.00,0.00,90,5.8
2022-11-21T01:00,24.9,94,23.9,30.3,0.00,0.00,88,4.7
2022-11-21T02:00,24.9,94,23.8,30.2,0.00,0.00,71,4.6
2022-11-21T03:00,24.7,95,23.9,30.0,0.00,0.00,18,5.1
2022-11-21T04:00,24.6,96,23.8,29.7,0.00,0.00,42,6.4
2022-11-21T05:00,24.5,96,23.9,29.7,0.00,0.00,22,6.1
2022-11-21T06:00,24.5,96,23.8,29.5,0.00,0.00,20,6.4
2022-11-21T07:00,25.4,92,24.0,30.2,0.00,0.00,10,9.3
2022-11-21T08:00,26.3,86,23.7,30.7,0.00,0.00,48,10.0
2022-11-21T09:00,27.6,80,23.7,31.9,0.00,0.00,30,11.2
2022-11-21T10:00,28.9,73,23.6,32.9,0.00,0.00,41,12.6
2022-11-21T11:00,29.8,68,23.4,33.9,0.00,0.00,54,12.5
2022-11-21T12:00,30.0,68,23.4,34.0,0.00,0.00,55,12.9
2022-11-21T13:00,30.4,68,23.7,35.1,0.00,0.00,56,11.8
2022-11-21T14:00,29.3,73,23.9,34.0,3.00,3.00,100,11.5
2022-11-21T15:00,27.4,81,23.8,31.8,4.70,4.70,86,11.4
2022-11-21T16:00,28.8,77,24.3,34.1,0.00,0.00,48,6.9
2022-11-21T17:00,28.9,76,24.2,34.5,0.00,0.00,70,4.5
2022-11-21T18:00,27.6,86,25.1,33.9,0.00,0.00,59,4.0
2022-11-21T19:00,27.7,84,24.8,33.7,0.00,0.00,68,4.6
2022-11-21T20:00,27.6,87,25.3,34.0,0.00,0.00,49,3.8
2022-11-21T21:00,27.2,89,25.3,33.6,0.00,0.00,67,4.5
2022-11-21T22:00,27.1,90,25.2,33.1,0.00,0.00,37,6.1
2022-11-21T23:00,26.4,92,25.0,32.4,0.00,0.00,40,5.2
2022-11-22T00:00,25.9,94,24.8,31.9,0.00,0.00,37,4.8
2022-11-22T01:00,25.8,90,24.1,31.2,0.00,0.00,38,5.9
2022-11-22T02:00,25.7,87,23.4,30.4,0.00,0.00,43,7.7
2022-11-22T03:00,25.5,85,22.7,29.4,0.00,0.00,34,10.4
2022-11-22T04:00,25.4,84,22.6,29.1,0.00,0.00,31,10.8
2022-11-22T05:00,25.4,84,22.4,29.0,0.00,0.00,35,10.7
2022-11-22T06:00,25.1,85,22.4,29.1,0.00,0.00,29,8.0
2022-11-22T07:00,25.5,87,23.1,29.7,0.00,0.00,29,9.2
2022-11-22T08:00,26.5,84,23.5,31.1,0.00,0.00,13,8.3
2022-11-22T09:00,28.0,78,23.9,32.8,0.00,0.00,30,9.2
2022-11-22T10:00,29.5,71,23.6,34.1,0.00,0.00,33,9.5
2022-11-22T11:00,30.6,63,22.8,35.2,0.00,0.00,50,11.5
2022-11-22T12:00,31.1,59,22.1,35.3,0.00,0.00,34,10.5
2022-11-22T13:00,31.8,55,21.7,36.7,0.00,0.00,35,7.9
2022-11-22T14:00,31.8,55,21.5,36.9,0.00,0.00,45,3.0
2022-11-22T15:00,30.9,64,23.3,35.7,0.00,0.00,52,6.4
2022-11-22T16:00,30.0,73,24.7,35.7,0.00,0.00,42,6.4
2022-11-22T17:00,29.4,81,25.7,35.7,0.00,0.00,43,5.8
2022-11-22T18:00,28.4,89,26.3,35.4,0.00,0.00,44,4.1
2022-11-22T19:00,28.4,78,24.1,33.7,0.00,0.00,38,6.6
2022-11-22T20:00,28.5,76,23.7,33.5,0.00,0.00,79,6.7
2022-11-22T21:00,28.1,74,23.0,32.7,0.00,0.00,75,6.3
2022-11-22T22:00,27.9,77,23.4,32.8,0.00,0.00,51,5.5
2022-11-22T23:00,28.1,75,23.1,33.1,0.00,0.00,72,3.8
2022-11-23T00:00,27.9,74,22.7,32.7,0.00,0.00,52,3.6
2022-11-23T01:00,26.5,82,23.2,31.4,0.00,0.00,39,5.1
2022-11-23T02:00,26.0,87,23.7,31.2,0.00,0.00,41,5.4
2022-11-23T03:00,25.8,85,23.0,30.5,0.00,0.00,38,5.2
2022-11-23T04:00,25.4,86,22.9,30.2,0.00,0.00,41,4.6
2022-11-23T05:00,25.3,86,22.8,29.9,0.00,0.00,69,5.4
2022-11-23T06:00,25.3,83,22.2,29.1,0.00,0.00,51,9.0
2022-11-23T07:00,26.1,83,23.0,30.6,0.00,0.00,25,7.1
2022-11-23T08:00,27.3,82,23.9,32.6,0.00,0.00,38,4.7
2022-11-23T09:00,28.6,76,23.9,34.3,0.00,0.00,38,2.6
2022-11-23T10:00,29.5,73,24.1,35.3,0.00,0.00,36,2.6
2022-11-23T11:00,29.8,72,24.3,36.4,0.10,0.10,49,3.1
2022-11-23T12:00,29.5,74,24.4,35.6,0.20,0.20,100,5.8
2022-11-23T13:00,27.7,81,24.1,32.8,8.20,8.20,85,7.3
2022-11-23T14:00,27.3,83,24.1,32.4,1.00,1.00,45,7.3
2022-11-23T15:00,28.2,83,25.0,34.4,0.10,0.10,77,4.0
2022-11-23T16:00,27.2,82,23.9,33.0,6.20,6.20,88,1.9
2022-11-23T17:00,26.0,88,23.9,30.4,3.50,3.50,100,11.3
2022-11-23T18:00,25.7,87,23.4,30.3,0.20,0.20,100,8.0
2022-11-23T19:00,25.9,89,23.9,30.6,0.80,0.80,77,9.7
2022-11-23T20:00,25.0,92,23.6,29.2,6.20,6.20,100,11.3
2022-11-23T21:00,24.9,94,23.8,29.9,2.80,2.80,100,7.4
2022-11-23T22:00,25.0,94,23.9,30.1,1.80,1.80,100,6.6
2022-11-23T23:00,25.1,93,24.0,29.9,0.60,0.60,48,9.0
2022-11-24T00:00,25.1,94,24.1,30.0,0.20,0.20,46,8.4
2022-11-24T01:00,25.0,93,23.9,29.4,0.10,0.10,59,11.3
2022-11-24T02:00,24.8,94,23.8,29.3,0.00,0.00,65,10.2
2022-11-24T03:00,24.5,93,23.3,28.8,2.20,2.20,100,10.0
2022-11-24T04:00,24.4,95,23.5,28.5,0.50,0.50,43,11.3
2022-11-24T05:00,24.3,95,23.5,28.4,0.10,0.10,100,11.3
2022-11-24T06:00,24.3,95,23.4,28.7,0.10,0.10,100,9.3
2022-11-24T07:00,25.1,91,23.6,29.4,0.30,0.30,100,11.2
2022-11-24T08:00,25.4,89,23.5,29.6,0.70,0.70,90,11.6
2022-11-24T09:00,25.9,88,23.8,30.1,0.30,0.30,100,12.9
2022-11-24T10:00,26.1,88,24.0,30.5,0.10,0.10,100,12.1
2022-11-24T11:00,26.7,85,24.0,31.0,0.50,0.50,100,12.8
2022-11-24T12:00,26.1,86,23.6,30.1,2.70,2.70,56,13.2
2022-11-24T13:00,26.3,85,23.5,30.6,0.70,0.70,100,10.3
2022-11-24T14:00,26.9,83,23.7,31.7,0.10,0.10,70,8.4
2022-11-24T15:00,26.0,86,23.4,29.8,5.70,5.70,100,13.2
2022-11-24T16:00,26.2,85,23.5,30.0,0.70,0.70,100,13.5
2022-11-24T17:00,26.1,86,23.6,30.3,0.20,0.20,100,11.5
2022-11-24T18:00,25.3,90,23.6,29.4,2.80,2.80,100,12.2
2022-11-24T19:00,25.1,91,23.5,29.7,6.50,6.50,100,8.2
2022-11-24T20:00,24.7,91,23.1,28.6,0.90,0.90,100,11.2
2022-11-24T21:00,24.1,92,22.8,27.5,2.40,2.40,100,13.5
2022-11-24T22:00,24.1,93,23.0,27.9,0.20,0.20,81,11.6
2022-11-24T23:00,24.4,91,22.9,28.8,0.10,0.10,100,7.9
2022-11-25T00:00,24.9,93,23.7,29.4,0.10,0.10,100,10.4
2022-11-25T01:00,25.1,93,24.0,29.7,0.50,0.50,100,10.8
2022-11-25T02:00,25.1,92,23.7,29.3,0.20,0.20,100,12.2
2022-11-25T03:00,24.9,92,23.6,29.2,0.90,0.90,100,11.3
2022-11-25T04:00,25.2,91,23.6,29.4,0.30,0.30,100,11.8
2022-11-25T05:00,24.5,93,23.3,28.1,0.70,0.70,100,14.4
2022-11-25T06:00,24.6,92,23.3,28.4,2.60,2.60,100,13.0
2022-11-25T07:00,25.3,91,23.8,30.0,0.60,0.60,100,9.5
2022-11-25T08:00,25.3,89,23.4,29.6,0.40,0.40,100,10.4
2022-11-25T09:00,25.8,88,23.7,29.7,0.30,0.30,100,14.1
2022-11-25T10:00,27.1,83,24.0,30.9,0.10,0.10,52,15.6
2022-11-25T11:00,27.4,81,23.9,31.7,0.10,0.10,100,12.1
2022-11-25T12:00,27.4,81,23.8,31.4,0.30,0.30,80,14.2
2022-11-25T13:00,27.3,83,24.2,31.5,0.40,0.40,52,13.5
2022-11-25T14:00,27.9,80,24.1,32.4,0.00,0.00,66,11.2
2022-11-25T15:00,28.1,79,24.1,32.3,0.00,0.00,50,13.2
2022-11-25T16:00,27.6,80,23.8,31.5,0.40,0.40,82,14.7
2022-11-25T17:00,27.0,82,23.7,31.0,0.10,0.10,42,13.2
2022-11-25T18:00,26.6,85,23.9,31.6,0.00,0.00,51,6.9
2022-11-25T19:00,26.8,88,24.7,32.7,0.70,0.70,26,4.5
2022-11-25T20:00,26.7,90,24.9,32.6,0.00,0.00,17,5.4
2022-11-25T21:00,27.1,87,24.8,33.1,0.00,0.00,50,4.0
2022-11-25T22:00,25.4,93,24.1,30.0,4.50,4.50,100,10.9
2022-11-25T23:00,25.7,91,24.2,31.3,0.00,0.00,55,4.5
2022-11-26T00:00,25.2,93,24.0,30.8,0.70,0.70,100,3.1
2022-11-26T01:00,24.9,91,23.4,30.5,4.90,4.90,100,1.1
2022-11-26T02:00,24.6,91,23.1,29.8,1.50,1.50,100,3.1
2022-11-26T03:00,24.2,93,23.0,29.2,2.90,2.90,95,3.3
2022-11-26T04:00,24.2,93,23.0,29.2,0.30,0.30,64,4.0
2022-11-26T05:00,24.0,95,23.1,28.7,0.10,0.10,100,6.2
2022-11-26T06:00,23.8,96,23.2,28.0,0.10,0.10,100,9.7
2022-11-26T07:00,24.6,92,23.2,29.6,0.10,0.10,100,4.3
2022-11-26T08:00,25.2,90,23.4,30.4,1.00,1.00,100,4.1
2022-11-26T09:00,26.0,87,23.6,30.4,0.70,0.70,98,9.8
2022-11-26T10:00,26.8,83,23.7,31.2,0.10,0.10,70,10.8
2022-11-26T11:00,26.9,84,23.9,31.0,0.10,0.10,100,13.5
2022-11-26T12:00,27.1,82,23.7,31.4,0.10,0.10,58,10.9
2022-11-26T13:00,27.9,80,24.1,32.7,0.20,0.20,54,15.5
2022-11-26T14:00,27.7,79,23.8,31.9,0.10,0.10,23,15.0
2022-11-26T15:00,28.0,78,23.7,31.6,0.10,0.10,21,15.5
2022-11-26T16:00,27.9,77,23.4,31.8,0.00,0.00,19,12.9
2022-11-26T17:00,27.4,79,23.5,31.8,0.00,0.00,18,9.7
2022-11-26T18:00,26.7,83,23.7,31.9,0.00,0.00,23,5.3
2022-11-26T19:00,26.6,87,24.3,32.3,0.00,0.00,31,4.6
2022-11-26T20:00,26.6,86,24.1,31.2,0.00,0.00,57,11.1
2022-11-26T21:00,26.3,88,24.2,31.5,0.00,0.00,46,7.1
2022-11-26T22:00,26.2,88,24.1,31.5,0.40,0.40,65,6.1
2022-11-26T23:00,25.6,93,24.3,31.2,0.00,0.00,54,4.9
2022-11-27T00:00,25.6,93,24.4,31.3,1.30,1.30,100,4.7
2022-11-27T01:00,25.9,90,24.2,31.4,0.10,0.10,33,5.7
2022-11-27T02:00,25.0,94,24.1,30.5,0.00,0.00,46,4.9
2022-11-27T03:00,25.2,95,24.4,31.0,0.00,0.00,33,4.0
2022-11-27T04:00,24.8,94,23.7,30.1,0.20,0.20,65,4.1
2022-11-27T05:00,24.6,93,23.4,29.9,0.40,0.40,100,3.1
2022-11-27T06:00,25.6,86,23.1,30.8,0.20,0.20,92,2.3
2022-11-27T07:00,25.5,88,23.5,30.9,0.40,0.40,65,2.6
2022-11-27T08:00,25.6,89,23.7,30.4,0.70,0.70,97,7.8
2022-11-27T09:00,26.1,86,23.6,30.7,0.20,0.20,53,9.0
2022-11-27T10:00,26.6,83,23.6,31.2,0.00,0.00,42,9.2
2022-11-27T11:00,27.4,81,24.0,32.9,0.00,0.00,56,8.5
2022-11-27T12:00,27.7,82,24.3,33.4,0.10,0.10,53,9.4
2022-11-27T13:00,28.1,80,24.4,34.1,0.00,0.00,43,9.4
2022-11-27T14:00,28.0,80,24.2,33.3,0.10,0.10,32,12.0
2022-11-27T15:00,27.9,79,24.0,32.4,0.00,0.00,32,11.8
2022-11-27T16:00,27.6,81,23.9,32.1,0.00,0.00,31,10.8
2022-11-27T17:00,27.1,82,23.9,31.5,0.00,0.00,39,11.5
2022-11-27T18:00,26.8,85,24.0,31.9,0.00,0.00,47,6.9
2022-11-27T19:00,27.5,82,24.2,32.8,0.00,0.00,30,6.4
2022-11-27T20:00,27.3,84,24.3,32.9,0.00,0.00,29,5.2
2022-11-27T21:00,27.2,84,24.4,32.7,0.00,0.00,29,6.2
2022-11-27T22:00,26.9,86,24.4,32.4,0.00,0.00,30,5.8
2022-11-27T23:00,26.6,88,24.5,32.3,0.00,0.00,30,5.4
2022-11-28T00:00,26.5,89,24.5,32.2,0.00,0.00,31,5.2
2022-11-28T01:00,26.3,90,24.5,31.9,0.00,0.00,38,5.5
2022-11-28T02:00,25.9,90,24.2,31.2,0.00,0.00,39,6.5
2022-11-28T03:00,25.8,87,23.6,30.8,0.40,0.40,83,6.3
2022-11-28T04:00,26.2,87,23.8,31.3,0.10,0.10,44,5.6
2022-11-28T05:00,25.8,90,24.0,31.2,0.00,0.00,44,5.1
2022-11-28T06:00,25.3,92,23.9,30.4,0.00,0.00,56,6.6
2022-11-28T07:00,26.8,91,25.2,33.2,0.00,0.00,36,3.6
2022-11-28T08:00,27.9,78,23.8,33.8,0.00,0.00,40,1.1
2022-11-28T09:00,28.5,75,23.7,34.2,0.00,0.00,41,1.6
2022-11-28T10:00,29.0,73,23.6,34.4,0.00,0.00,13,3.8
2022-11-28T11:00,29.4,72,23.8,35.1,0.00,0.00,13,6.8
2022-11-28T12:00,29.5,73,24.0,35.7,0.00,0.00,11,8.3
2022-11-28T13:00,29.2,74,24.2,35.5,0.00,0.00,4,7.6
2022-11-28T14:00,29.2,74,24.2,34.9,0.00,0.00,4,7.7
2022-11-28T15:00,29.0,73,23.7,33.6,0.20,0.20,31,9.4
2022-11-28T16:00,28.8,76,24.0,33.6,0.00,0.00,11,9.0
2022-11-28T17:00,28.2,77,23.8,32.9,0.00,0.00,29,9.1
2022-11-28T18:00,27.4,82,24.1,32.8,0.00,0.00,31,5.4
2022-11-28T19:00,27.8,87,25.5,34.1,0.00,0.00,32,5.2
2022-11-28T20:00,27.9,84,25.0,34.0,0.00,0.00,30,4.7
2022-11-28T21:00,27.3,89,25.3,33.4,0.00,0.00,37,5.8
2022-11-28T22:00,27.2,89,25.2,33.3,0.00,0.00,38,5.5
2022-11-28T23:00,27.0,90,25.2,32.9,0.00,0.00,36,6.3
2022-11-29T00:00,27.2,86,24.6,33.0,1.30,1.30,69,4.6
2022-11-29T01:00,26.9,86,24.3,32.6,0.00,0.00,52,4.8
2022-11-29T02:00,27.6,81,24.0,33.2,0.00,0.00,42,3.3
2022-11-29T03:00,27.1,85,24.4,33.4,0.00,0.00,43,1.1
2022-11-29T04:00,25.7,94,24.6,31.7,0.00,0.00,43,4.0
2022-11-29T05:00,25.6,97,25.1,31.9,0.00,0.00,57,3.6
2022-11-29T06:00,25.6,98,25.2,31.8,0.00,0.00,49,4.7
2022-11-29T07:00,26.1,97,25.6,32.4,0.00,0.00,31,5.6
2022-11-29T08:00,27.3,89,25.3,33.6,0.00,0.00,13,4.5
2022-11-29T09:00,28.3,81,24.8,34.4,0.10,0.10,21,3.8
2022-11-29T10:00,29.0,77,24.5,34.8,0.30,0.30,40,4.2
2022-11-29T11:00,29.2,76,24.6,35.3,0.20,0.20,24,3.7
2022-11-29T12:00,29.4,77,24.9,36.6,0.20,0.20,15,2.6
2022-11-29T13:00,29.6,78,25.3,37.4,0.30,0.30,11,2.8
2022-11-29T14:00,29.2,78,25.0,35.6,0.80,0.80,73,7.1
2022-11-29T15:00,27.3,83,24.1,32.2,3.50,3.50,67,8.5
2022-11-29T16:00,26.5,85,23.8,31.5,0.00,0.00,59,6.9
2022-11-29T17:00,26.6,85,23.9,31.8,0.00,0.00,35,5.9
2022-11-29T18:00,25.9,90,24.1,30.8,0.00,0.00,47,9.0
2022-11-29T19:00,26.9,90,25.1,32.3,0.00,0.00,31,9.7
2022-11-29T20:00,26.6,90,24.8,32.8,0.00,0.00,31,3.2
2022-11-29T21:00,26.2,91,24.7,31.9,0.00,0.00,52,6.3
2022-11-29T22:00,26.0,92,24.6,31.7,0.00,0.00,53,5.5
2022-11-29T23:00,25.7,94,24.7,31.2,0.00,0.00,45,7.6
2022-11-30T00:00,25.5,95,24.7,31.7,0.00,0.00,44,3.1
2022-11-30T01:00,25.2,97,24.7,31.2,0.00,0.00,32,4.3
2022-11-30T02:00,25.3,96,24.7,31.5,0.00,0.00,40,2.7
2022-11-30T03:00,25.0,96,24.4,30.9,0.60,0.60,32,3.1
2022-11-30T04:00,24.9,96,24.3,30.7,0.00,0.00,31,3.1
2022-11-30T05:00,24.9,96,24.2,30.6,0.00,0.00,35,3.8
2022-11-30T06:00,25.0,96,24.3,30.4,0.00,0.00,18,6.1
2022-11-30T07:00,26.4,93,25.1,32.4,0.00,0.00,22,5.6
2022-11-30T08:00,27.2,91,25.5,33.4,0.00,0.00,26,6.2
2022-11-30T09:00,28.1,84,25.2,34.4,0.00,0.00,26,4.5
2022-11-30T10:00,29.0,80,25.2,35.6,0.00,0.00,32,2.0
2022-11-30T11:00,29.6,77,25.1,36.9,0.00,0.00,37,0.8
2022-11-30T12:00,30.0,76,25.4,37.9,0.00,0.00,36,1.3
2022-11-30T13:00,30.4,76,25.7,38.9,0.00,0.00,27,1.8
2022-11-30T14:00,30.1,79,26.1,37.9,0.00,0.00,50,4.1
2022-11-30T15:00,26.9,88,24.8,32.0,4.30,4.30,80,10.6
2022-11-30T16:00,26.4,84,23.5,31.1,0.10,0.10,50,7.7
2022-11-30T17:00,26.6,84,23.6,31.1,0.00,0.00,45,9.4
2022-11-30T18:00,25.3,87,23.0,28.2,1.80,1.80,100,17.7
2022-11-30T19:00,26.2,83,23.0,31.3,0.20,0.20,30,3.1
2022-11-30T20:00,25.8,90,24.0,31.5,0.00,0.00,32,2.9
2022-11-30T21:00,25.6,92,24.2,30.5,0.00,0.00,46,9.2
2022-11-30T22:00,25.4,92,24.0,30.2,0.00,0.00,35,9.1
2022-11-30T23:00,24.5,94,23.5,29.9,1.30,1.30,62,2.9
2022-12-01T00:00,24.7,93,23.5,29.6,0.00,0.00,32,6.3
2022-12-01T01:00,24.6,93,23.5,29.5,0.00,0.00,35,6.1
2022-12-01T02:00,24.6,94,23.6,29.2,0.00,0.00,33,8.5
2022-12-01T03:00,24.5,95,23.6,29.1,0.00,0.00,25,8.7
2022-12-01T04:00,24.3,96,23.6,29.0,0.00,0.00,5,8.2
2022-12-01T05:00,24.2,97,23.7,28.9,0.00,0.00,8,8.0
2022-12-01T06:00,24.1,97,23.6,29.0,0.00,0.00,18,6.6
2022-12-01T07:00,24.6,94,23.6,28.8,0.00,0.00,28,11.8
2022-12-01T08:00,25.4,91,23.8,29.6,0.00,0.00,16,12.4
2022-12-01T09:00,26.5,87,24.1,30.9,0.00,0.00,14,12.1
2022-12-01T10:00,27.8,83,24.6,32.6,0.00,0.00,11,12.4
2022-12-01T11:00,29.0,78,24.8,34.9,0.00,0.00,2,11.7
2022-12-01T12:00,30.0,71,24.3,36.2,0.10,0.10,38,9.2
2022-12-01T13:00,30.4,68,23.8,36.4,0.10,0.10,52,8.4
2022-12-01T14:00,30.5,68,23.9,36.1,0.10,0.10,41,7.4
2022-12-01T15:00,30.4,67,23.7,35.0,0.00,0.00,69,9.4
2022-12-01T16:00,29.2,73,23.8,34.1,0.60,0.60,10,7.5
2022-12-01T17:00,28.8,75,24.0,34.2,0.00,0.00,8,5.2
2022-12-01T18:00,27.5,86,24.9,33.5,0.00,0.00,26,4.7
2022-12-01T19:00,28.1,83,25.0,33.9,0.00,0.00,32,6.3
2022-12-01T20:00,27.2,81,23.8,31.6,0.00,0.00,45,11.3
2022-12-01T21:00,27.1,82,23.7,31.6,0.00,0.00,38,9.6
2022-12-01T22:00,26.6,86,24.2,31.0,0.00,0.00,59,12.7
2022-12-01T23:00,26.2,87,23.9,30.5,0.00,0.00,52,11.9
2022-12-02T00:00,25.8,87,23.4,29.6,0.00,0.00,31,13.4
2022-12-02T01:00,25.1,89,23.1,28.5,0.00,0.00,30,15.1
2022-12-02T02:00,24.7,92,23.2,28.2,0.00,0.00,38,14.7
2022-12-02T03:00,24.4,92,23.0,27.7,0.10,0.10,55,14.7
2022-12-02T04:00,24.1,92,22.8,27.4,0.00,0.00,9,14.7
2022-12-02T05:00,23.9,93,22.7,27.1,0.00,0.00,2,14.6
2022-12-02T06:00,23.8,94,22.8,27.0,0.00,0.00,3,15.0
2022-12-02T07:00,24.9,93,23.7,28.9,0.00,0.00,11,13.0
2022-12-02T08:00,25.8,91,24.3,30.3,0.00,0.00,2,12.5
2022-12-02T09:00,27.3,86,24.8,32.0,0.00,0.00,8,13.0
2022-12-02T10:00,28.7,78,24.5,33.5,0.00,0.00,17,11.9
2022-12-02T11:00,29.7,71,23.9,34.8,0.10,0.10,44,11.9
2022-12-02T12:00,29.9,69,23.6,34.9,0.10,0.10,53,12.7
2022-12-02T13:00,30.1,68,23.6,34.6,0.10,0.10,52,12.0
2022-12-02T14:00,30.2,66,23.2,34.2,0.10,0.10,47,11.7
2022-12-02T15:00,30.1,66,23.1,34.1,0.00,0.00,54,11.1
2022-12-02T16:00,30.0,67,23.1,33.9,0.00,0.00,29,11.0
2022-12-02T17:00,29.3,73,24.0,34.3,0.00,0.00,3,7.7
